# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Sep 10 18:23:25 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_occdep:      Occultation Depth [%]
# COLUMN pl_orbtper:     Epoch of Periastron [days]
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_projobliq:   Projected Obliquity [deg]
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal]
# COLUMN sy_pm:          Total Proper Motion [mas/yr]
# COLUMN sy_pmra:        Proper Motion (RA) [mas/yr]
# COLUMN sy_pmdec:       Proper Motion (Dec) [mas/yr]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_kepmag:      Kepler Magnitude
# COLUMN st_nphot:       Number of Photometry Time Series
# COLUMN st_nspec:       Number of Stellar Spectra Measurements
# COLUMN pl_nespec:      Number of Emission Spectroscopy Measurements
#
pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,cb_flag,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag,sy_kepmag,st_nphot,st_nspec,pl_nespec
61 Vir c,61 Vir,c,1,3,0,0,2009,38.02100000,0.217500,4.460,0.398,18.20000,0.05700,1.130000,0.140000,,,,,0,,,,,,,,341.0000,3.620,,,G5 V,5577.00,0.96,0.94,-0.010,[Fe/H],-0.095,4.34,8.960,,1.9000,,,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,1508.8416272,-1070.8100000,-1063.0000000,8.5033200,117.5730000,0.0720000,4.6955000,3.3340000,2.9740000,2.9560000,,,,,,,,,,4.5405200,4.0850000,,1,9,0
61 Vir d,61 Vir,d,1,3,0,0,2009,123.01000000,0.476000,5.110,0.456,22.90000,0.07200,0.943000,0.350000,,,,,0,,,,,,,,314.0000,3.250,,,G5 V,5577.00,0.96,0.94,-0.010,[Fe/H],-0.095,4.34,8.960,,1.9000,,,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,1508.8416272,-1070.8100000,-1063.0000000,8.5033200,117.5730000,0.0720000,4.6955000,3.3340000,2.9740000,2.9560000,,,,,,,,,,4.5405200,4.0850000,,1,9,0
7 CMa b,7 CMa,b,1,2,0,0,2011,735.10000000,1.758000,13.400,1.200,587.98550,1.85000,1.340000,0.060000,,,90.000,,0,,,,,,,2454093.000000,165.3000,34.300,,,K1 III,4826.00,4.87,1.34,0.210,[Fe/H],1.063,3.19,4.300,,1.1500,,,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,95.6229309,61.9916000,-72.8065000,19.8101000,50.4571000,5.0130000,3.9500000,2.1730000,1.6790000,1.5640000,,,,,,-0.6820000,-0.5250000,1.6530000,1.5410000,3.6785300,3.0677000,,1,0,0
7 CMa c,7 CMa,c,1,2,0,0,2019,996.00000000,2.153000,13.900,1.240,276.51210,0.87000,0.566000,0.080000,,,90.000,,0,,,,,,,,233.5000,14.900,,,,4826.00,4.87,1.34,0.210,[Fe/H],1.063,3.19,4.300,,,,,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,95.6229309,61.9916000,-72.8065000,19.8101000,50.4571000,5.0130000,3.9500000,2.1730000,1.6790000,1.5640000,,,,,,-0.6820000,-0.5250000,1.6530000,1.5410000,3.6785300,3.0677000,,1,0,0
70 Vir b,70 Vir,b,1,1,0,0,1996,116.68800000,0.481000,12.600,1.130,2380.45000,7.49000,6.540000,0.398800,,,,,0,,,,,,,2455291.721000,359.8300,316.200,,,,5495.00,1.89,1.09,-0.090,[Fe/H],0.451,3.95,7.770,,1.5600,,4.95,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,622.5685118,-235.5620000,-576.2830000,17.9011000,55.8347000,5.6780000,4.9680800,3.7980000,3.4570000,3.5000000,,,,,,,,,,4.7617800,4.2943000,,1,2,0
75 Cet b,75 Cet,b,2,1,0,0,2012,691.90000000,2.100000,13.100,1.170,953.49000,3.00000,2.330000,0.117000,,,,,0,,,,,,,2452213.000000,165.0000,38.300,,,G3 III,4846.00,10.50,2.49,0.000,[Fe/H],1.730,2.63,,,1.7700,,,02h32m09.40s,38.0391598,-01d02m06.10s,-1.0350269,38.5643962,-23.6193000,-30.4851000,82.9613000,12.0264000,6.3660000,5.3532000,3.9310000,3.3180000,3.2070000,,,,,,2.1010000,2.7910000,3.0380000,2.9880000,5.0934300,4.5054000,,1,0,0
8 UMi b,8 UMi,b,1,1,0,0,2015,93.40000000,0.490000,13.600,1.220,416.35730,1.31000,0.910000,0.060000,,,,,0,,,,,,,2454108.500000,91.0000,46.100,,,K0,4847.00,10.30,1.44,-0.030,[Fe/H],1.720,2.57,1.700,,3.6000,,,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379,13.2836055,12.7947000,3.5706900,162.5520000,6.1230400,7.8340000,6.8329500,5.0690000,4.7490000,4.5150000,,,,,,4.4680000,4.1870000,4.4730000,4.4150000,6.5589600,5.9676100,,1,0,0
81 Cet b,81 Cet,b,1,1,0,0,2008,952.70000000,2.500000,12.800,1.140,1684.40000,5.30000,4.410000,0.206000,,,,,0,,,,,,,2452486.000000,175.0000,62.800,,,G5 III,4785.00,11.00,2.40,-0.060,[Fe/H],1.778,2.35,,,1.8000,,,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,60.3912853,42.0657000,-43.3311000,101.2600000,9.8489500,6.6750000,5.6430700,3.9400000,3.3860000,3.2660000,,,,,,3.3130000,3.0360000,3.2970000,3.2420000,5.3758800,4.7785300,,1,0,0
91 Aqr b,91 Aqr,b,3,1,0,0,2013,181.40000000,0.700000,13.100,1.170,1017.00000,3.20000,2.490000,0.027000,,,,,0,,,,,,,2453472.100000,177.3000,91.500,,,K0 III,4665.00,11.00,1.40,-0.030,[Fe/H],1.710,2.52,3.560,,3.9000,,-25.75,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,368.7717896,368.3720000,-17.1669000,44.0304000,22.6884000,5.3500000,4.2394600,2.2630000,1.6900000,1.5970000,,,,,,,,,,3.9531100,3.3221000,,1,0,0
AB Pic b,AB Pic,b,1,1,0,0,2005,,260.000000,12.300,1.100,4290.50000,13.50000,12.700000,,,,,,0,,,,,,,,,,,,K2 V,,,,,,,,0.030,,,,,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184,47.2979730,14.3389000,45.0721000,50.0475000,19.9521000,10.1480000,9.1300000,7.5760000,7.0880000,6.9810000,,,,,,6.8970000,6.8880000,6.8580000,6.8290000,8.8378000,8.2763000,,1,0,0
AU Mic b,AU Mic,b,1,1,0,0,2020,8.46321000,0.066000,4.203,0.375,57.20940,0.18000,4.400000,0.100000,,,,2458330.391530,0,0.1600,,3.5000000,19.100000,0.05140,,,,28.000,,,,3700.00,0.75,0.50,,,-1.046,,0.022,,8.7000,4.86,,20h45m09.87s,311.2911369,-31d20m32.82s,-31.3424500,456.8630854,281.4240000,-359.8950000,9.7221000,102.8290000,10.2090000,8.8100000,5.4360000,4.8310000,4.5290000,,,,,,,,,,7.8403800,6.7550000,,1,1,0
BD+03 2562 b,BD+03 2562,b,1,1,0,0,2017,481.90000000,1.300000,12.700,1.130,2034.11200,6.40000,5.460000,0.200000,,,,,0,,,,8.640000,,,2453726.000000,218.0000,155.700,,,,4095.00,32.35,1.14,-0.710,[Fe/H],2.700,1.89,5.200,,2.7000,,50.88,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,17.9285781,-17.5788000,-3.5241600,1070.6300000,0.9034030,10.7950000,9.5770000,6.9600000,6.1860000,6.0210000,15.4530000,10.3389000,9.0547300,8.5670800,8.6502710,5.9560000,5.9760000,5.9690000,5.8290000,8.9977000,8.2014000,,0,0,0
BD+14 4559 b,BD+14 4559,b,1,1,0,0,2009,268.94000000,0.780000,13.800,1.230,330.54320,1.04000,0.691000,0.290000,,,,,0,,,,,,,2453293.710000,87.6400,55.200,,,K2 V,4864.00,0.86,0.49,0.170,[Fe/H],-0.320,4.26,,,2.5000,,,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,233.9931620,233.9930000,-0.2753200,49.3520000,20.2337000,10.5810000,9.7800000,7.8820000,7.4550000,7.3360000,,,,,,7.2070000,7.3500000,7.2890000,7.1760000,9.3510800,8.7505000,,1,0,0
BD+15 2375 b,BD+15 2375,b,1,1,0,0,2016,153.22000000,0.576000,13.800,1.230,337.21763,1.06100,0.705000,0.001000,,,,,0,,,,,,,2457680.500000,55.0000,38.300,,,,4649.00,8.95,1.08,-0.220,[Fe/H],1.570,2.61,7.410,,2.5000,,-9.65,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,30.7736087,-28.4698000,-11.6827000,768.0450000,1.2732700,11.3870000,10.4100000,8.3720000,7.8620000,7.7180000,15.5207000,10.8903000,10.0066000,9.7151300,10.3566000,7.6490000,7.7990000,7.6920000,7.4250000,9.9918000,9.3605000,,0,0,0
BD+15 2940 b,BD+15 2940,b,1,1,0,0,2013,137.48000000,0.539000,13.700,1.230,352.78000,1.11000,0.754000,0.260000,,,,,0,,,,,,,2453464.000000,302.0000,42.700,,,K0,4796.00,14.70,1.10,0.280,[Fe/H],2.010,2.80,7.100,,2.3000,,,16h00m22.95s,240.0956400,+15d32m48.30s,15.5467507,44.5517499,15.1368000,-41.9015000,426.4200000,2.3168900,10.1210000,9.0100000,7.1540000,6.6640000,6.5250000,,,,,,6.5270000,6.5380000,6.4990000,6.3770000,8.7178000,8.1004000,,1,0,0
BD+20 2457 b,BD+20 2457,b,1,2,0,0,2009,379.63000000,1.050000,11.600,1.030,17668.16970,55.59000,62.200000,0.150000,,,,,0,,,,,,,2454677.030000,207.6400,322.400,,,K2 II,4259.00,71.02,10.83,-0.790,[Fe/H],3.170,1.77,,,2.5000,,,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,46.8841645,-36.0773000,-29.9425000,1539.7100000,0.5984970,10.9890000,9.7430000,7.2990000,6.6060000,6.4200000,14.9129000,10.5155000,9.2773900,8.8404900,8.9778400,6.3800000,6.3550000,6.3630000,6.1910000,9.2268400,8.4752000,,0,0,0
BD+20 2457 c,BD+20 2457,c,1,2,0,0,2009,621.99000000,2.010000,12.400,1.100,3963.17000,12.47000,11.400000,0.180000,,,,,0,,,,,,,2453866.950000,126.0200,160.030,,,K2 II,4137.00,49.00,2.80,-1.000,[Fe/H],3.170,1.51,,,2.5000,,,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,46.8841645,-36.0773000,-29.9425000,1539.7100000,0.5984970,10.9890000,9.7430000,7.2990000,6.6060000,6.4200000,14.9129000,10.5155000,9.2773900,8.8404900,8.9778400,6.3800000,6.3550000,6.3630000,6.1910000,9.2268400,8.4752000,,0,0,0
BD+20 274 b,BD+20 274,b,1,1,0,0,2012,578.20000000,1.300000,13.000,1.160,1334.88600,4.20000,3.340000,0.210000,,,,,0,,,,,,,2453921.000000,108.5000,121.400,,,K5 III,4296.00,17.30,0.80,-0.460,[Fe/H],1.960,1.99,,,2.0000,,,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,3.7882796,0.1912280,-3.7834500,1322.5100000,0.7226190,10.7200000,9.3670000,7.0030000,6.3370000,6.1690000,14.3374000,10.1863000,8.9417110,8.4922800,8.9044000,6.1070000,6.1410000,6.1060000,5.9910000,8.9161300,8.1716000,,0,0,0
BD+20 594 b,BD+20 594,b,1,1,0,0,2016,41.68550000,0.241000,2.578,0.230,22.24810,0.07000,7.890000,0.000000,,546,89.550,2457068.528770,0,,0.049000,,55.800000,0.02204,,,,3.100,,,G,5766.00,1.08,1.67,-0.150,[Fe/H],-0.056,4.50,3.340,1.89000,3.3000,,-20.34,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,63.0539428,36.5714000,-51.3647000,179.4610000,5.5436600,11.7650000,10.8490000,9.7700010,9.4320000,9.3680000,,,,,,9.3100000,9.3440000,9.3320000,8.9760000,10.8644000,10.4021000,11.040,0,0,0
BD+48 738 b,BD+48 738,b,1,1,0,0,2011,392.60000000,1.000000,13.900,1.240,289.22530,0.91000,0.592000,0.200000,,,,,0,,,,,,,2454457.700000,358.9000,31.900,,,K0 III,4414.00,11.00,0.74,-0.200,[Fe/H],1.690,2.24,,,1.0000,,,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,6.8809607,2.8070800,-6.2823500,871.4930000,1.1208600,10.3520000,9.1390000,6.7040000,6.0770000,5.9040000,,,,,,5.8870000,5.8310000,5.8540000,5.7460000,8.6556900,7.8885000,,0,0,0
BD+48 740 b,BD+48 740,b,1,1,0,0,2018,733.00000000,1.700000,13.500,1.200,540.31100,1.70000,1.210000,0.760000,,,,,0,,,,,,,2454774.500000,100.0000,54.000,,,,4534.00,10.33,1.09,-0.130,[Fe/H],1.640,2.48,,,0.7000,746.00,-45.93,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,5.2489645,-5.1247700,-1.1350600,666.5890000,1.4728900,10.5100000,8.6900000,6.3850000,5.7910000,5.6450000,,,,,,5.5550000,5.4970000,5.5610000,5.4790000,8.2644900,7.5248000,,1,0,0
BD+49 828 b,BD+49 828,b,1,1,0,0,2015,2590.00000000,4.200000,13.500,1.210,508.50000,1.60000,1.140000,0.350000,,,,,0,,,,,,,2455470.500000,170.0000,18.800,,,K0,4943.00,7.60,1.52,-0.190,[Fe/H],1.470,2.85,2.340,,1.7000,,,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,12.3367029,7.6545600,-9.6748100,442.0420000,2.2342000,10.5080000,9.3810000,7.2460000,6.7290000,6.5710000,,,,,,6.5030000,6.5250000,6.5090000,6.3630000,9.0285100,8.3267800,,0,0,0
BD-06 1339 b,BD-06 1339,b,1,2,0,0,2013,3.87280000,0.042800,2.850,0.254,8.50000,0.02700,2.020000,0.000000,,,,,0,,,,,,,2455220.500000,0.0000,4.400,,,K7/M0 V,4324.00,,0.70,-0.140,[Fe/H],-1.022,4.74,4.400,,0.5700,,23.62,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,346.7225761,-1.0454300,-346.7210000,20.2695000,49.3062000,10.9720000,9.7000000,7.1280000,6.5170000,6.3050000,,,,,,,,,,9.1067700,8.2906000,,1,0,0
BD-06 1339 c,BD-06 1339,c,1,2,0,0,2013,125.94000000,0.435000,8.380,0.747,53.00000,0.17000,0.495000,0.310000,,,,,0,,,,,,,2455265.200000,41.0000,9.100,,,K7/M0 V,4324.00,,0.70,-0.140,[Fe/H],-1.022,4.74,4.400,,0.5700,,23.62,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,346.7225761,-1.0454300,-346.7210000,20.2695000,49.3062000,10.9720000,9.7000000,7.1280000,6.5170000,6.3050000,,,,,,,,,,9.1067700,8.2906000,,1,0,0
BD-08 2823 b,BD-08 2823,b,1,2,0,0,2009,5.60000000,0.060000,3.610,0.322,12.71320,0.04000,1.480000,0.150000,,,,,0,,,,,,,2454637.700000,30.0000,6.500,,,K3 V,4816.00,0.71,0.50,-0.060,[Fe/H],-0.611,4.43,4.500,,1.4000,,53.34,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,376.3791094,-375.5170000,25.4601000,41.3342000,24.1641000,10.8800000,9.8600000,7.9600000,7.4980000,7.3230000,,,,,,,,,,9.5033100,8.8600000,,1,0,0
BD-08 2823 c,BD-08 2823,c,1,2,0,0,2009,237.60000000,0.680000,12.500,1.110,104.00000,0.33000,0.293000,0.190000,,,,,0,,,,,,,2454193.000000,-233.0000,13.400,,,K3 V,4746.00,,0.74,-0.070,[Fe/H],-0.611,4.13,4.500,,1.4000,,53.34,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,376.3791094,-375.5170000,25.4601000,41.3342000,24.1641000,10.8800000,9.8600000,7.9600000,7.4980000,7.3230000,,,,,,,,,,9.5033100,8.8600000,,1,0,0
BD-10 3166 b,BD-10 3166,b,1,1,0,0,2000,3.48777000,0.040000,14.100,1.260,187.51970,0.59000,0.368000,0.020000,,,,,0,,,,,,,2451342.700000,35.0000,60.900,,,K0 V,5393.00,0.91,1.47,0.380,[Fe/H],-0.199,4.69,,,0.9200,,26.40,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,185.0255981,-184.8360000,-8.3740700,84.4069000,11.8187000,10.8780000,10.0130000,8.6110000,8.3000000,8.1240000,,,,,,8.1090000,8.1410000,8.1450010,7.5660000,9.8398100,9.3253000,,0,0,0
BD-11 4672 b,BD-11 4672,b,1,2,0,0,2014,1634.00000000,2.360000,14.100,1.250,206.58950,0.65000,0.405000,0.050000,,,,,0,,,,,,,2455899.000000,343.8800,14.880,,,K7 V,4550.00,0.64,0.65,-0.350,[Fe/H],-0.804,4.64,7.400,3.53000,1.0000,25.00,-87.30,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,372.5220822,-288.5900000,-235.5600000,27.1665000,36.7812000,11.2430000,10.0300000,7.6510000,7.0310000,6.8670000,,,,,,,,,,9.4851100,8.7204000,,1,0,0
BD-11 4672 c,BD-11 4672,c,1,2,0,0,2020,74.20000000,0.300000,4.040,0.360,15.37000,0.04836,1.280000,0.400000,,,,,0,,,,,,,,245.9200,3.420,,,,4550.00,0.64,0.65,-0.350,[Fe/H],-0.804,4.64,7.400,3.53000,1.0000,25.00,,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,372.5220822,-288.5900000,-235.5600000,27.1665000,36.7812000,11.2430000,10.0300000,7.6510000,7.0310000,6.8670000,,,,,,,,,,9.4851100,8.7204000,,1,0,0
BD-13 2130 b,BD-13 2130,b,1,1,0,0,2007,714.29999000,1.660000,12.500,1.110,3108.37740,9.78000,8.750000,0.210000,,,,,0,,,,,,,2453213.000000,18.0000,137.600,,,,4545.00,19.17,2.12,-0.080,[Fe/H],2.150,2.20,0.740,,,,18.31,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,3.8647189,-0.6937610,-3.8019400,925.2140000,1.0540200,11.3130000,10.0380000,7.9400000,7.3710000,7.1510000,,,,,,7.0510000,7.2170000,7.0940000,6.9830000,9.6997100,8.9990000,,0,0,0
BD-17 63 b,BD-17 63,b,1,1,0,0,2008,655.60000000,1.340000,12.800,1.150,1620.90000,5.10000,4.250000,0.540000,,,,,0,,,,,,,2454627.100000,112.2000,173.300,,,K5 V,4714.00,0.69,0.74,-0.030,[Fe/H],-0.678,4.26,4.300,,1.5000,,,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,421.9214191,-355.1810000,-227.7370000,34.4603000,28.9903000,10.6770000,9.6200000,7.5740000,7.0270000,6.9140000,14.1468000,10.2994000,9.2110400,8.8696400,9.0095600,,,,,9.2011200,8.5246000,,1,1,0
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,b,1,1,0,0,2011,10037.50000000,2.600000,12.400,1.110,3337.10000,10.50000,9.620000,,,370,,,0,,,,,,,,,,,,,580.50,,0.02,,,,4.72,,,,,,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,,,,,,,,,,,,,,,,,,,,,,,0,0,0
CHXR 73 b,CHXR 73,b,1,1,0,0,2006,,210.000000,12.300,1.100,3994.48600,12.56900,11.800000,,,,,,0,,,,,,,,,,,,M3.5,,,0.35,,,,,0.002,,,,,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,22.1935378,-22.1925000,0.2146270,190.3740000,5.2343500,,,12.6740000,11.3170000,10.7030000,,,,,,10.2750000,10.2010000,10.1080000,9.4060000,17.2934000,15.6098000,,0,0,0
CI Tau b,CI Tau,b,1,1,0,0,2019,8.98910000,,12.400,1.110,3686.82800,11.60000,10.600000,0.250000,,,50.500,,0,,,,,,,,31.0000,950.000,,,K7,,,0.90,,,-0.108,,0.003,,,,18.00,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,19.2503713,8.9041600,-17.0673000,157.9980000,6.3007900,15.5600000,13.6420000,9.4800000,8.4310000,7.7930000,15.8080000,14.0660000,12.4044000,11.6913000,13.0358000,6.7560000,6.0320000,4.3670000,2.4120000,12.1454000,11.1809000,12.126,0,0,0
CT Cha b,CT Cha,b,1,1,0,0,2007,,440.000000,24.660,2.200,5403.00000,17.00000,1.980000,,,2600,,,0,,,,,,,,,,,,,,,,,,,,0.002,,,,,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,22.2095894,-22.2089000,-0.1749980,190.7200000,5.2144400,13.7990000,12.3350000,9.7150000,8.9440000,8.6610000,,,,,,7.8980000,7.0670000,4.8590000,2.7290000,11.7733000,10.9363000,,0,0,0
CoRoT-1 b,CoRoT-1,b,1,1,0,0,2008,1.50895570,0.027520,16.700,1.490,327.35000,1.03000,0.380000,0.000000,,1898,85.100,2454159.453200,0,0.3500,1.926540,,4.920000,0.13880,,,,188.000,77.00,,G0 V,5950.00,1.11,0.95,-0.300,[M/H],0.144,4.25,1.600,0.93000,5.2000,,23.35,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,6.0394540,-6.0146200,0.5471300,787.9090000,1.2417600,14.1580000,13.6230000,12.4620000,12.2180000,12.1490000,,,,,,12.0980000,12.1360000,12.2900000,9.0910000,13.4570000,13.0501000,,6,0,5
CoRoT-10 b,CoRoT-10,b,1,1,0,0,2010,13.24060000,0.105500,10.870,0.970,874.00000,2.75000,3.700000,0.530000,,600,88.550,2454273.343600,0,0.8500,1.610360,2.9800000,31.330000,0.12690,,2454990.850000,218.9000,301.000,,,K1 V,5075.00,0.79,0.89,0.260,[Fe/H],-0.428,4.65,3.000,3.32000,2.0000,,15.33,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,22.9585905,-3.1963500,-22.7350000,338.3860000,2.9269400,17.3440000,15.2930000,12.5270000,11.9290000,11.7820000,,,,,,11.6400000,11.7520000,11.3960000,8.9230000,14.6645000,13.8215000,,0,0,0
CoRoT-11 b,CoRoT-11,b,1,1,0,0,2010,2.99433000,0.043600,16.030,1.430,740.51000,2.33000,0.990000,0.000000,,1657,83.170,2454597.679000,0,0.8180,1.144900,2.5009000,6.890000,0.10700,,,,280.000,0.10,,F6 V,6440.00,1.37,1.27,-0.030,[Fe/H],0.464,4.22,2.000,0.69000,40.0000,,-1.34,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,5.5818875,1.9187300,-5.2417500,655.0370000,1.5007100,13.5290000,12.8970000,11.5890000,11.4160000,11.2480000,,,,,,11.1730000,11.2650000,11.4700000,9.1980000,12.8410000,12.4190000,,0,0,0
CoRoT-12 b,CoRoT-12,b,1,1,0,0,2010,2.82804200,0.040160,16.140,1.440,291.43800,0.91700,0.411000,0.070000,,1442,85.480,2454398.627070,0,0.5730,1.744000,2.5742400,8.097200,0.13140,,,105.0000,125.500,,,,5675.00,1.12,1.08,0.160,[Fe/H],0.070,4.38,6.300,1.08000,1.0000,,,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,3.8659215,1.6941900,-3.4749200,1126.3700000,0.8612340,16.4080000,15.5880000,14.0240000,13.6300000,13.5570000,,,,,,13.4700000,13.4700000,12.5300000,8.6100000,15.3453000,14.7971000,,0,0,0
CoRoT-13 b,CoRoT-13,b,1,1,0,0,2010,4.03519000,0.051000,9.920,0.885,415.70400,1.30800,2.340000,0.000000,,1700,88.020,2454790.809100,0,0.3740,,3.1400000,10.810000,0.09090,,,,157.800,,,G0 V,5945.00,1.01,1.09,0.010,[Fe/H],0.060,4.46,1.635,1.46800,4.0000,,22.45,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,3.6450532,1.6367100,-3.2569300,1148.9300000,0.8439470,15.2100000,15.0050000,13.7100000,13.4060000,13.3760000,,,,,,13.1700000,13.2170000,12.6150000,8.9460000,14.9147000,14.4266000,,0,0,0
